Name,Sys ID,record_id,company,company_clean,domain_clean,phone_clean,address_clean,combined_id,merged_ids,reason
Ascentive,C47833,C47833,Ascentive,ascentive,,,,ascentive;;,C24274;C47833,duplicate company or domain
"Ash Creek Enterprises, Inc.",C47835,C47835,"Ash Creek Enterprises, Inc.",ash creek enterprises,,,,ash creek enterprises;;,C25688;C47835,duplicate company or domain
Ashburn Consulting LLC,C47836,C47836,Ashburn Consulting LLC,ashburn consulting,,,,ashburn consulting;;,C27449;C47836,duplicate company or domain
"Ashtin Technologies, LLC",C25603,C25603,"Ashtin Technologies, LLC",ashtin technologies,,,,ashtin technologies;;,C25603;C46450,duplicate company or domain
Asierus Carefree Technology,C47837,C47837,Asierus Carefree Technology,asierus carefree technology,,,,asierus carefree technology;;,C21620;C47837,duplicate company or domain
Asila Consulting Services LLC,C47838,C47838,Asila Consulting Services LLC,asila consulting services,,,,asila consulting services;;,C41928;C47838,duplicate company or domain
Ask IT Consulting Inc,C47840,C47840,Ask IT Consulting Inc,ask it consulting,,,,ask it consulting;;,C42747;C47840,duplicate company or domain
"ASM Technology Solutions, LLC",C47841,C47841,"ASM Technology Solutions, LLC",asm technology solutions,,,,asm technology solutions;;,C31396;C47841,duplicate company or domain
Associated Communications Consultants Inc.,C47842,C47842,Associated Communications Consultants Inc.,associated communications consultants,,,,associated communications consultants;;,C35992;C47842,duplicate company or domain
"Assurance Group, Inc.",C35833,C35833,"Assurance Group, Inc.",assurance group,,,,assurance group;;,C32693;C35833,duplicate company or domain
"AT2 Communications, Inc.",C47846,C47846,"AT2 Communications, Inc.",at2 communications,,,,at2 communications;;,C32321;C47846,duplicate company or domain
ATA Technologies,C44119,C44119,ATA Technologies,ata technologies,,,,ata technologies;;,C33168;C44119;C47847,duplicate company or domain
ATA Technologies,C47847,C47847,ATA Technologies,ata technologies,,,,ata technologies;;,C33168;C44119;C47847,duplicate company or domain
Atb Technologies,C38949,C38949,Atb Technologies,atb technologies,,,,atb technologies;;,C31427;C38949,duplicate company or domain
"Athos Consulting, Inc.",C47850,C47850,"Athos Consulting, Inc.",athos consulting,,,,athos consulting;;,C25596;C47850,duplicate company or domain
"Atlanta Tech Works, LLC.",C47852,C47852,"Atlanta Tech Works, LLC.",atlanta tech works,,,,atlanta tech works;;,C23244;C47852,duplicate company or domain
Atlas Data Center Solutions INC,C47854,C47854,Atlas Data Center Solutions INC,atlas data center solutions,,,,atlas data center solutions;;,C43156;C47854,duplicate company or domain
Atlas Professional Services,C47855,C47855,Atlas Professional Services,atlas professional services,,,,atlas professional services;;,C27079;C47855,duplicate company or domain
Atlas7,C47856,C47856,Atlas7,atlas7,,,,atlas7;;,C36532;C47856,duplicate company or domain
Atlasticity LLC,C47857,C47857,Atlasticity LLC,atlasticity,,,,atlasticity;;,C42657;C47857,duplicate company or domain
ATN Technology Inc.,C47858,C47858,ATN Technology Inc.,atn technology,,,,atn technology;;,C24492;C47858,duplicate company or domain
Atomic Group,C47859,C47859,Atomic Group,atomic group,,,,atomic group;;,C25033;C47859,duplicate company or domain
Atrium Advisory Services,C45156,C45156,Atrium Advisory Services,atrium advisory services,,,,atrium advisory services;;,C26162;C45156,duplicate company or domain
"ATSolutions, Inc.",C47862,C47862,"ATSolutions, Inc.",atsolutions,,,,atsolutions;;,C31161;C47862,duplicate company or domain
Attracting Solutions Inc,C28627,C28627,Attracting Solutions Inc,attracting solutions,,,,attracting solutions;;,C28627;C47863,duplicate company or domain
AUDIO VIDEO TECHNOLOGY,C47864,C47864,AUDIO VIDEO TECHNOLOGY,audio video technology,,,,audio video technology;;,C25146;C47864,duplicate company or domain
Aurora Computer Center,C47865,C47865,Aurora Computer Center,aurora computer center,,,,aurora computer center;;,C25494;C47865,duplicate company or domain
"Automated Office Solutions, Inc",C24489,C24489,"Automated Office Solutions, Inc",automated office solutions,,,,automated office solutions;;,C24489;C37568,duplicate company or domain
"Autonome Technologies, Inc.",C47868,C47868,"Autonome Technologies, Inc.",autonome technologies,,,,autonome technologies;;,C39365;C47868,duplicate company or domain
AVAILIT LLC,C47869,C47869,AVAILIT LLC,availit,,,,availit;;,C27972;C47869,duplicate company or domain
Avalon Technology LLC,C31528,C31528,Avalon Technology LLC,avalon technology,,,,avalon technology;;,C21636;C31528,duplicate company or domain
Avanti Technologies LLC,C47870,C47870,Avanti Technologies LLC,avanti technologies,,,,avanti technologies;;,C30757;C47870,duplicate company or domain
Aveir Technology,C41262,C41262,Aveir Technology,aveir technology,,,,aveir technology;;,C32099;C41262,duplicate company or domain
"Avertium, LLC",C47873,C47873,"Avertium, LLC",avertium,,,,avertium;;,C22228;C47873,duplicate company or domain
"Avid Communications, LLC",C45742,C45742,"Avid Communications, LLC",avid communications,,,,avid communications;;,C24424;C45742,duplicate company or domain
"Avidity Enterprises, LLC",C47874,C47874,"Avidity Enterprises, LLC",avidity enterprises,,,,avidity enterprises;;,C23903;C47874,duplicate company or domain
"AVLET, INC",C47876,C47876,"AVLET, INC",avlet,,,,avlet;;,C24771;C47876,duplicate company or domain
AVM Consulting Inc,C23971,C23971,AVM Consulting Inc,avm consulting,,,,avm consulting;;,C23971;C47877,duplicate company or domain
AVSi,C47879,C47879,AVSi,avsi,,,,avsi;;,C24327;C47879,duplicate company or domain
"AVSS, Inc",C47880,C47880,"AVSS, Inc",avss,,,,avss;;,C23900;C47880,duplicate company or domain
AVTEK SOLUTIONS INC,C21639,C21639,AVTEK SOLUTIONS INC,avtek solutions,,,,avtek solutions;;,C21639;C47881,duplicate company or domain
Awkman Consulting Inc.,C47882,C47882,Awkman Consulting Inc.,awkman consulting,,,,awkman consulting;;,C29929;C47882,duplicate company or domain
Axiom Solutions,C39589,C39589,Axiom Solutions,axiom solutions,,,,axiom solutions;;,C39079;C39589,duplicate company or domain
Axiomtek Systems,C47887,C47887,Axiomtek Systems,axiomtek systems,,,,axiomtek systems;;,C27934;C47887,duplicate company or domain
Axios Group Inc,C47888,C47888,Axios Group Inc,axios group,,,,axios group;;,C23633;C47888,duplicate company or domain
"Axxys Technologies, Inc.",C23866,C23866,"Axxys Technologies, Inc.",axxys technologies,,,,axxys technologies;;,C23866;C42850,duplicate company or domain
"AzayaIT, Inc.",C47890,C47890,"AzayaIT, Inc.",azayait,,,,azayait;;,C42033;C47890,duplicate company or domain
AZCS Technology,C47891,C47891,AZCS Technology,azcs technology,,,,azcs technology;;,C24609;C47891,duplicate company or domain
B Suite Cyber Security,C47894,C47894,B Suite Cyber Security,b suite cyber security,,,,b suite cyber security;;,C24735;C47894,duplicate company or domain
"Ball Brothers, LLC",C47898,C47898,"Ball Brothers, LLC",ball brothers,,,,ball brothers;;,C25147;C47898,duplicate company or domain
"Ballinger Consulting, LLC",C51903,C51903,"Ballinger Consulting, LLC",ballinger consulting,,,,ballinger consulting;;,C29926;C51903,duplicate company or domain
Banded IT Solutions,C47899,C47899,Banded IT Solutions,banded it solutions,,,,banded it solutions;;,C35873;C47899,duplicate company or domain
Bandura Cyber,C37233,C37233,Bandura Cyber,bandura cyber,,,,bandura cyber;;,C33575;C37233,duplicate company or domain
BankOnIT,C47900,C47900,BankOnIT,bankonit,,,,bankonit;;,C26261;C47900,duplicate company or domain
Bar None Technologies,C47333,C47333,Bar None Technologies,bar none technologies,,,,bar none technologies;;,C36890;C47333,duplicate company or domain
Barbarian Usa Inc.,C47901,C47901,Barbarian Usa Inc.,barbarian usa,,,,barbarian usa;;,C23715;C47901,duplicate company or domain
Barry Communications,C47903,C47903,Barry Communications,barry communications,,,,barry communications;;,C26021;C47903,duplicate company or domain
Bauer Consulting Services,C47905,C47905,Bauer Consulting Services,bauer consulting services,,,,bauer consulting services;;,C42320;C47905,duplicate company or domain
Bay Geeks LLC,C47906,C47906,Bay Geeks LLC,bay geeks,,,,bay geeks;;,C27559;C47906,duplicate company or domain
Bay Networks Inc,C47907,C47907,Bay Networks Inc,bay networks,,,,bay networks;;,C42271;C47907,duplicate company or domain
Bayport Networks Inc,C36451,C36451,Bayport Networks Inc,bayport networks,,,,bayport networks;;,C29540;C36451,duplicate company or domain
BB Tech Services LLC,C44002,C44002,BB Tech Services LLC,bb tech services,,,,bb tech services;;,C44002;C47909,duplicate company or domain
BDH Information Technology LLC,C47912,C47912,BDH Information Technology LLC,bdh information technology,,,,bdh information technology;;,C24453;C47912,duplicate company or domain
BE STRUCTURED TECHNOLOGY GROUP INC,C47913,C47913,BE STRUCTURED TECHNOLOGY GROUP INC,be structured technology group,,,,be structured technology group;;,C25003;C47913,duplicate company or domain
"BEAR Cloud Technologies, Inc.",C47915,C47915,"BEAR Cloud Technologies, Inc.",bear cloud technologies,,,,bear cloud technologies;;,C27022;C47915,duplicate company or domain
Bedrock Technology Partners,C34321,C34321,Bedrock Technology Partners,bedrock technology partners,,,,bedrock technology partners;;,C29725;C34321,duplicate company or domain
Behemoth Corporation,C47917,C47917,Behemoth Corporation,behemoth,,,,behemoth;;,C23812;C47917,duplicate company or domain
"BEK Networks, LLC",C47918,C47918,"BEK Networks, LLC",bek networks,,,,bek networks;;,C39281;C47918,duplicate company or domain
"Benchmark Network Solutions, Inc.",C43199,C43199,"Benchmark Network Solutions, Inc.",benchmark network solutions,,,,benchmark network solutions;;,C26683;C43199,duplicate company or domain
Benson Security Systems,C47922,C47922,Benson Security Systems,benson security systems,,,,benson security systems;;,C27242;C47922,duplicate company or domain
"Bernal Consultants, Inc",C47924,C47924,"Bernal Consultants, Inc",bernal consultants,,,,bernal consultants;;,C25061;C47924,duplicate company or domain
Beskar LLC,C47925,C47925,Beskar LLC,beskar,,,,beskar;;,C42529;C47925,duplicate company or domain
"Bespoke Technology Group, LLC",C47926,C47926,"Bespoke Technology Group, LLC",bespoke technology group,,,,bespoke technology group;;,C28812;C47926,duplicate company or domain
Best Networks Inc,C47927,C47927,Best Networks Inc,best networks,,,,best networks;;,C24750;C47927,duplicate company or domain
"Betis Group, Inc",C42088,C42088,"Betis Group, Inc",betis group,,,,betis group;;,C21657;C42088,duplicate company or domain
Better Direct,C47928,C47928,Better Direct,better direct,,,,better direct;;,C29587;C47928,duplicate company or domain
Beyond Computer Services,C47929,C47929,Beyond Computer Services,beyond computer services,,,,beyond computer services;;,C39024;C47929,duplicate company or domain
Beyondcom LLC,C47930,C47930,Beyondcom LLC,beyondcom,,,,beyondcom;;,C37560;C47930,duplicate company or domain
"Bilbrey Consulting, L.L.C.",C23392,C23392,"Bilbrey Consulting, L.L.C.",bilbrey consulting,,,,bilbrey consulting;;,C23392;C41809,duplicate company or domain
BINARY PULSE,C47932,C47932,BINARY PULSE,binary pulse,,,,binary pulse;;,C27337;C47932,duplicate company or domain
Binyod LLC,C47933,C47933,Binyod LLC,binyod,,,,binyod;;,C34651;C47933,duplicate company or domain
"BIT Direct, Inc",C47934,C47934,"BIT Direct, Inc",bit direct,,,,bit direct;;,C21660;C47934,duplicate company or domain
BitChip LLC,C47935,C47935,BitChip LLC,bitchip,,,,bitchip;;,C42133;C47935,duplicate company or domain
BITS,C36485,C36485,BITS,bits,,,,bits;;,C27640;C36485,duplicate company or domain
Biz Edge Inc.,C47937,C47937,Biz Edge Inc.,biz edge,,,,biz edge;;,C23925;C47937,duplicate company or domain
Bizsecure,C47938,C47938,Bizsecure,bizsecure,,,,bizsecure;;,C35993;C47938,duplicate company or domain
Biztech Enablement Group,C38061,C38061,Biztech Enablement Group,biztech enablement group,,,,biztech enablement group;;,C37570;C38061,duplicate company or domain
BJB Associates Inc,C47940,C47940,BJB Associates Inc,bjb associates,,,,bjb associates;;,C31784;C47940,duplicate company or domain
Black Bottle LLC,C47941,C47941,Black Bottle LLC,black bottle,,,,black bottle;;,C42358;C47941,duplicate company or domain
"Black Diamond Technologies, Inc.",C47942,C47942,"Black Diamond Technologies, Inc.",black diamond technologies,,,,black diamond technologies;;,C26166;C47942,duplicate company or domain
"Black Lake Security, LLC",C47943,C47943,"Black Lake Security, LLC",black lake security,,,,black lake security;;,C23520;C47943,duplicate company or domain
BlackHawk Data LLC,C37571,C37571,BlackHawk Data LLC,blackhawk data,,,,blackhawk data;;,C27660;C37571,duplicate company or domain
Blackswan Cybersecurity,C47944,C47944,Blackswan Cybersecurity,blackswan cybersecurity,,,,blackswan cybersecurity;;,C36695;C47944,duplicate company or domain
"Blu Technologies, LLC",C47947,C47947,"Blu Technologies, LLC",blu technologies,,,,blu technologies;;,C38005;C47947,duplicate company or domain
"Blue Computer & Network Services, Inc",C47948,C47948,"Blue Computer & Network Services, Inc",blue computer and network services,,,,blue computer and network services;;,C26044;C47948,duplicate company or domain
Blue K LLC,C47949,C47949,Blue K LLC,blue k,,,,blue k;;,C28844;C47949,duplicate company or domain
Blue Lion Techology,C47950,C47950,Blue Lion Techology,blue lion techology,,,,blue lion techology;;,C36050;C47950,duplicate company or domain
Blue Oak Resource Group,C47952,C47952,Blue Oak Resource Group,blue oak resource group,,,,blue oak resource group;;,C36470;C47952,duplicate company or domain
Blue Plains Technology,C47953,C47953,Blue Plains Technology,blue plains technology,,,,blue plains technology;;,C39321;C47256;C47953,duplicate company or domain
"Blue Plains Technology, LLC",C47256,C47256,"Blue Plains Technology, LLC",blue plains technology,,,,blue plains technology;;,C39321;C47256;C47953,duplicate company or domain
Blue Sky IT and Cloud Services,C34271,C34271,Blue Sky IT and Cloud Services,blue sky it and cloud services,,,,blue sky it and cloud services;;,C23288;C34271,duplicate company or domain
"Blue Spruce Technologies, Inc.",C21670,C21670,"Blue Spruce Technologies, Inc.",blue spruce technologies,,,,blue spruce technologies;;,C21670;C39611,duplicate company or domain
Blue Tech Inc.,C47956,C47956,Blue Tech Inc.,blue tech,,,,blue tech;;,C21671;C47956,duplicate company or domain
Blue Valley Networks,C47957,C47957,Blue Valley Networks,blue valley networks,,,,blue valley networks;;,C25374;C47957,duplicate company or domain
BlueCore Networks,C39478,C39478,BlueCore Networks,bluecore networks,,,,bluecore networks;;,C33245;C39478,duplicate company or domain
