record_id_1,record_id_2
C46792,C47599
C21710,C46792
C47543,C21710
C31324,C47543
C39503,C31324
C38515,C47600
C38516,C39503
C47601,C38515
C45870,C47601
C25543,C39064
C40365,C45870
C41806,C40365
C35740,C41806
C52094,C35740
C42186,C52094
C36301,C42186
C47604,C36301
C30254,C47604
C26314,C30254
C26705,C26314
C39504,C26705
D00003,C39504
C47605,D00003
C47606,C47605
C21524,C47606
C43464,C21524
C28675,C43464
C38300,C28675
C46793,C38300
C46773,C46793
C24913,C46773
C23582,C24913
C21525,C32553
C34001,C21525
C34004,C34001
C24090,C34004
C25610,C24090
C24452,C25610
C41649,C24452
C47608,C41649
C30972,C47608
C41496,C30972
C41567,C41496
C23527,C41567
C27553,C23527
C40944,C27553
D00004,C40944
C47567,D00004
C39506,C47567
C47610,C39506
C34796,C47610
C35045,C34796
C31379,C35045
C34230,C31379
C47611,C34230
C42206,C47611
C31858,C42206
C36558,C31858
C44491,C36558
C28359,C44491
C29066,C28359
C36640,C29066
C28953,C36640
C45454,C28953
C36221,C23582
C29335,C45454
C28698,C29335
C50989,C28698
C30809,C50989
C39032,C30809
C40862,C39032
C27274,C40393
C23319,C27274
C40418,C23319
C35898,C40418
C27761,C35898
D00005,C27761
C37489,D00005
C26786,C46519
C36631,C26786
C43001,C36631
C36955,C43001
C40844,C43187
C51892,C40844
C46794,C51892
C21526,C46794
C44823,C21526
D00006,C44823
C25765,D00006
C34005,C25765
C38027,C34005
C39507,C38027
C39508,C39507
C28024,C39508
C21527,C28024
C28612,C40862
C47614,C21527
C21528,C47614
C23375,C21528
C35736,C23375
C45152,C35736
C23478,C45152
C23693,C23478
C26112,C23693
C47617,C26112
C38677,C47617
C41646,C38677
C46034,C41646
C28371,C46034
C34864,C28371
C46795,C34864
C28226,C46795
C27531,C28226
C33095,C27531
C47040,C33095
C29799,C47040
C44972,C29799
C31279,C32248
C22780,C31279
C28981,C22780
C35309,C28981
C42261,C35309
C39509,C42261
C27821,C39509
C23913,C27821
C39510,C23913
C47301,C39510
C25200,C47301
C42228,C25200
C47302,C42228
C47620,C47302
C39511,C47620
C24777,C39511
C35773,C24777
C45070,C35773
C39276,C45070
C39512,C39276
C23678,C39512
C42319,C23678
C39065,C42319
C35392,C39065
C21529,C35392
C34029,C21529
C51706,C34029
C45455,C51706
C23570,C45455
C27742,C23570
C31864,C27742
C39513,C31864
C26067,C39513
C33995,C26067
C34126,C33995
C23855,C34126
C39514,C23855
D00007,C39514
C21530,D00007
C40525,C21530
C43967,C51634
C36718,C43967
C36130,C42363
C46104,C36130
C43526,C46104
C26800,C43526
C29752,C26800
C47623,C29752
C36956,C36718
D00008,C47623
C39515,D00008
C42000,C39515
C28606,C42000
C34105,C28606
D00009,C34105
C27735,D00009
C40361,C27735
C30182,C40361
C21531,C30182
D00010,C21531
C47625,D00010
C34865,C47625
C38518,C34865
C34047,C38518
C28991,C34047
C38519,C28991
C43188,C38519
C41373,C43188
C47626,C41373
C43189,C47626
C47303,C43189
C23939,C32320
C32094,C23939
C51007,C47303
C24942,C47627
C29908,C32094
C40999,C24942
C42064,C40999
C24744,C42064
C31736,C24744
C32475,C31736
C37522,C32475
C44037,C37522
C36000,C44037
D00011,C36000
C29504,D00011
C45071,C29504
D00012,C45071
C24058,D00012
C40643,C24058
C47630,C40643
D00013,C47630
C47631,D00013
C47632,C47631
C47633,C47632
C27755,C47633
D00014,C27755
C34002,D00014
C47304,C34002
C46637,C47304
C34630,C46637
C47634,C34630
C32185,C47634
C45855,C32185
C25448,C45855
C24768,C25448
C51570,C24768
C51615,C51570
C44882,C51615
C47636,C44882
C26092,C47636
C27658,C26092
C27557,C43190
C33261,D00015
D00017,D00016
C39517,C39516
C33655,C39517
C30553,C33655
C30144,C30553
C22836,C30144
C25556,C21533
C21534,C25556
C51263,C21534
C44085,C51263
C30404,C42731
D00018,C27658
C51447,D00018
C35772,C51447
C29447,C35772
C31112,C27557
C34775,C31112
C42195,C34775
C25559,C42195
C47638,C25559
C38373,C26781
C38029,C38373
C32665,C38029
D00019,C32665
C25852,D00019
C32494,C33261
C32621,C32494
C35863,C32621
C36942,D00017
C47641,C44085
C23997,C25852
C34831,C23997
C28583,C34831
C25202,C28583
C41510,C25202
C31143,C30404
C41655,C41510
D00020,C41655
C26877,D00020
C34143,C26877
C22837,C34143
C43522,C22837
C39518,C43522
C38030,C39518
C21535,C38030
C42809,C21535
C30021,C42809
C47645,C30021
C21537,C47645
C25919,C21537
C31051,C25919
C34231,C31051
C21517,C34231
C32786,C21517
C37064,C32786
C38031,C37064
D00021,C38031
C42540,D00021
C43142,C42540
C40560,C43142
C27572,C40560
C47646,C27572
C24676,C47646
C34317,C24676
C47647,C34317
C26268,C47647
C34998,C26268
C25743,C34998
C44300,C25743
C26609,C44300
C22838,C26609
C25091,C22838
C29125,C25091
C43283,C29125
C32172,C43283
C25080,C32172
C38867,C25080
C38032,C38867
C42558,C38032
C29932,C42558
C34259,C29932
C39435,C34259
C43162,C39435
C31782,C43162
C23965,C31782
C31420,C23965
C51238,C31420
C26523,C51238
C34043,C26523
C28671,C34043
C46796,C28671
C43520,C46796
C43810,C43520
D00022,C43810
C44904,D00022
C39519,C44904
C45456,C39519
C33099,C45456
C23463,C33099
D00023,C23463
C21538,D00023
C34866,C21538
C33710,C34866
C47080,C33710
C35177,C47080
C47305,C35177
C33147,C47305
C38520,C41893
C50644,C38520
C47306,C50644
C43886,C47306
C46252,C43886
C41620,C46252
C23605,C41620
C47654,C23605
C40482,C47654
C32030,C40482
C36908,C32030
C26979,C36908
C30609,C26979
C44492,C30609
C22937,C44492
C47656,C22937
C51503,C47656
D00024,C51503
C40985,D00024
C45153,C40985
C25636,C45153
C27199,C25636
C46121,C27199
C25203,C46121
C21539,C25203
C39521,C21539
C28749,C39521
C46797,C28749
C47658,C46797
C21540,C47658
C32156,C21540
C26600,C32156
C26641,C26600
C44493,C26641
C35695,C44493
C23815,C35695
C41221,C23815
C39522,C41221
D00025,C39522
C32477,D00025
C35657,C32477
C24005,C35657
C26509,C24005
C45241,C26509
C24641,C45241
C45850,C24641
C45242,C45850
C29118,C45242
C45051,C29118
C45281,C45051
C39523,C45281
C27810,C39523
C25719,C27810
C39524,C25719
C45983,C39524
C34965,C45983
C27458,C34965
C47660,C27458
D00026,C47660
C23363,D00026
C41853,C23363
C28818,C41853
C22839,C28818
C28361,C22839
C44102,C28361
C47091,C44102
C28918,C47091
C29382,C28918
C34867,C29382
C34219,C34867
C28163,C34219
C51337,C28163
C46065,C51337
C39525,C46065
D00027,C39525
C34370,D00027
C43191,C34370
C35777,C43191
C25464,C35777
C22840,C25464
C41791,C22840
C39526,C41791
C21541,C39526
C24749,C21541
D00028,C24749
C34003,D00028
D00029,C51418
C35339,D00029
C40481,C35339
C51491,C40481
C29351,C51491
C46712,C29351
C25674,C46712
C47661,C25674
C22841,C47661
C44155,C22841
C26279,C44155
C47662,C26279
C28082,C47662
C46798,C28082
D00030,C46798
C47663,D00030
C32984,C47663
C42784,C32984
C32983,C42784
C42898,C32983
C51955,C42898
C45379,C51955
C34232,C45379
C21542,C34232
C25935,C21542
C45072,C25935
C36957,C45072
C21543,C36957
C36328,C21543
C35980,C36328
C21544,C35980
C43533,C21544
C35464,C43533
C45409,C35464
C28832,C45409
C43815,C28832
C44663,C43815
C46051,C44663
C26059,C34624
C41009,C26059
C42583,C41009
C28541,C42583
C26884,C28541
C39011,C26884
C45243,C39011
C40983,C45243
D00031,C40983
C26976,D00031
C21545,C26976
C50958,C21545
C44494,C50958
C45244,C44494
C25723,C45244
C27483,C25723
C34723,C27483
C29290,C34723
C33028,C29290
C42069,C33028
C38521,C42069
C31530,C38521
C34106,C31530
C21546,C34106
C41151,C21546
C29840,C41151
C45457,C29840
C29001,C45457
C26478,C29001
C50800,C26478
C45245,C50800
C46713,C45245
C47669,C46713
C31672,C47669
C43452,C31672
C24944,C43452
C46784,C24944
C30431,C46784
C25648,C30431
C39528,C25648
C34107,C39528
C39529,C34107
C37406,C39529
C45410,C37406
C44495,C45410
C47670,C44495
C23974,C47670
C51127,C23974
C51928,C51127
C45073,C51928
C21547,C45073
C32557,C21547
C37396,C32557
C21548,C37396
C37373,C21548
C25563,C37373
C21549,C25563
C46122,C21549
C44279,C46122
C42590,C44279
C26387,C42590
C36958,C26387
C43192,C36958
C26157,C43192
C33105,C26157
C39067,C33105
C31796,C39067
C39530,C31796
C34130,C39530
C45458,C34130
C35174,C45458
C26008,C35174
C45246,C26008
C32074,C45246
C43051,C32074
C43028,C43051
C28316,C43028
C42726,C28316
C31611,C21550
C28476,C31611
C41389,C28476
C35046,C41389
C34052,C35046
C40658,C34052
C36959,C40658
C46707,C36959
C21551,C46707
C36177,C21551
C30835,C36177
C24386,C30835
C32924,C24386
C43852,C32924
C24723,C43852
C32325,C24723
C23717,C32325
C38985,C23717
C26719,C38985
C37712,C26719
D00032,C37712
C21552,D00032
C45459,C21552
C31632,C45459
C42401,C31632
C21553,C42401
C42137,C21553
C25055,C39068
C30385,C25055
C45247,C30385
C51097,C45247
C21554,C51097
C42399,C21554
C30722,C42399
C24149,C30722
C38033,C24149
D00033,C38033
C25251,D00033
C31248,C25251
C25766,C31248
C45074,C25766
C32377,C47679
C34233,C45074
C45460,C32377
C25516,C45460
C24540,C25516
C26315,C24540
C27951,C26315
C35939,C27951
C30954,C35939
C21555,C30954
C27101,C21555
C24715,C27101
C32025,C24715
C44097,C32025
C32507,C44097
C27837,C32507
C46490,C27837
C21556,C46490
C47682,C21556
C42736,C47682
C39236,C42736
C26280,C39236
C41601,C26280
C44478,C41601
C21557,C44478
C37481,C21557
C28499,C37481
C47545,C28499
C46119,C47545
C34482,C46119
C34108,C34482
C23094,C34108
C39531,C23094
C21558,C39531
C39532,C21558
C42384,C39532
C27777,C24845
C42400,C27777
C32512,C42400
C32389,C32512
C34109,C32389
C45411,C34109
C46699,C45411
C25737,C46699
C31800,C25737
C41706,C31800
C35613,C41706
C47684,C35613
C30318,C47684
C40766,C30318
C39534,C40766
C28834,C39534
C27129,C28834
C27225,C27129
C33635,C27225
C35646,C33635
C33601,C35646
C35047,C33601
C40837,C35047
C27421,C40837
C25858,C27421
C33630,C25858
C51250,C33630
C32776,C51250
D00034,C32776
C43545,D00034
C25863,C43545
C51405,C25863
C30665,C51405
C34110,C30665
C37640,C34110
C35349,C37640
D00035,C35349
C29548,D00035
C28386,C29548
C47687,C28386
C24862,C47687
C39484,C24862
C21559,C39484
C21560,C21559
C35298,C21560
C45871,C35298
C32092,C45871
C31576,C32092
C29439,C31576
C38034,C29439
C21561,C38034
C24780,C21561
D00036,C24780
C26457,D00036
C32501,C26457
C38035,C32501
C33135,C38035
C35331,C41698
D00037,C35331
C28000,D00037
D00038,C28000
C25141,D00038
C25906,C25141
C38981,C25906
C30525,C38981
C29201,C30525
C29941,C29201
C38036,C29941
C46522,C38036
C44086,C46522
C39536,C44086
C31269,C39536
C27253,C31269
C30646,C27253
C31714,C30646
C47693,C31714
C40708,C47693
D00039,C26447
C31744,D00039
C44905,C31744
C44239,C44905
C51479,C44239
C32740,C51479
C27669,C32740
C42096,C27669
C38037,C42096
C22845,C38037
C35169,C22845
C40957,C35169
C46630,C40957
C31521,C46630
C43880,C31521
C40379,C43880
C38038,C40379
C25088,C38038
C32256,C25088
C39537,C32256
C29740,C39537
C31592,C29740
C32859,C31592
C41160,C32859
C34234,C41160
C44025,C34234
C36910,C44025
D00040,C36910
C26266,D00040
C21562,C26266
C33102,C21562
C30558,C33102
C27218,C30558
C24974,C27218
C45838,C24974
C39252,C45838
C28895,C39252
C44007,C32643
C47307,C44007
C21563,C47307
C28399,C21563
C23730,C28399
C24337,C23730
C27800,C24337
C51775,C27800
C26512,C51775
C26253,C26512
C30645,C26253
C27141,C30645
C23347,C27141
C41783,C23347
C25406,C41783
C24948,C25406
C26808,C24948
C25703,C26808
C21564,C25703
C45347,C47699
C34112,C45347
C46971,C34112
C51760,C46971
C35766,C51760
C39538,C35766
C43150,C39538
C45462,C43150
C31057,C45462
C21565,C31057
C44266,C21565
C39069,C44266
C22846,C39069
C25634,C22846
C27184,C25634
C51606,C27184
C27902,C51606
D00041,C27902
C29983,D00041
C34235,C29983
C24846,C34235
C51388,C24846
C31481,C51388
C34362,C31481
C26974,C34362
C36714,C26974
C52053,C36714
C37566,C52053
C26072,C37566
C28908,C26072
C28089,C28908
C43993,C28089
C46678,C43993
C45808,C46678
D00042,C45808
D00043,D00042
C23867,D00043
C26374,C23867
C35830,C26374
C31327,C35830
C47701,C31327
C35048,C47701
C27966,C35048
C26158,C27966
C26616,C26158
C51657,C26616
C41390,C51657
C42652,C41390
C34807,C42652
C26464,C34807
C47702,C26464
C35654,C47702
C47703,C35654
C47704,C47703
C34142,C47704
C47705,C34142
C34146,C47705
C25032,C34146
C39070,C25032
C44105,C39070
C21566,C44105
C22847,C21566
C45984,C22847
C21567,C45984
C38039,C21567
C41733,C38039
C45463,C44055
C26968,C45463
C21568,C26968
C34699,C21568
C47706,C34699
C39264,C47706
C26320,C39264
D00044,C26320
C50645,D00044
D00045,C50645
C39071,D00045
C27251,C39071
C29791,C27251
C34868,C29791
C51288,C34868
C46523,C51288
D00046,C46523
C38805,D00046
D00047,C38805
C39539,D00047
C26501,C39539
C23904,C26501
C30838,C23904
C43101,C30838
C37089,C43101
C35193,C37089
C34178,C35193
C39540,C34178
C41339,C39540
C24960,C41339
C36688,C24960
C36356,C36688
C47711,C36356
C24307,C47711
C28390,C24307
C45464,C28390
C36960,C45464
D00048,C36960
C45756,D00048
C40502,C45756
C47713,C40502
C31374,C47713
C47714,C31374
C34236,C47714
C32361,C34236
D00049,C32361
C41744,D00049
C29688,C41744
D00051,C29688
C51751,D00051
C25142,C51751
C34777,C25142
C29124,C34777
D00052,C29124
C38899,D00052
C25143,C38899
C25144,C25143
C32158,C25144
C23742,C32158
C38040,C23742
C51517,C38040
C47717,C51517
C47210,C47717
C39541,C47210
C47308,C39541
C26042,C47308
C25420,C26042
C37549,C25420
C33123,C37549
C39542,C33123
C30094,C39542
C21569,C30094
C41290,C21569
C32234,C41290
C34869,C32234
C39260,C34869
C47719,C39260
C43765,C47719
C47211,C43765
C50818,C47211
C31515,C50818
C39543,C31515
C31480,C39543
D00053,C31480
C45465,D00053
C35697,C45465
C34712,C35697
C46799,C34712
C23095,C46799
C21570,C23095
C51264,C21570
C27982,C51264
D00054,C27982
C25260,D00054
C47722,C25260
C43360,C47722
C44185,C43360
C46075,C44185
C26665,C46075
C47723,C26665
C47559,C47723
C41872,C47559
C38041,C41872
C27336,C38041
D00055,C27336
C51798,D00055
C38714,C51798
C30711,C38714
C51623,C30711
C25343,C51623
C34174,C25343
C51092,C34174
C47724,C51092
C28070,C47724
C47725,C28070
C35355,C47725
C27162,C28787
C47726,C27162
C43193,C47726
C44327,C43193
C30167,C44327
C42931,C35355
C45248,C30167
C44143,C45248
C38702,C44143
C42166,C38702
C47309,C42166
C27287,C47309
C35335,C45249
C43549,C35335
C47728,C27287
C47310,C43549
C45250,C47310
C27180,C45250
D00056,C27180
C42661,D00056
C23137,C42661
C25952,C23137
C42496,C25952
C41668,C42496
C21571,C41668
C39291,C21571
C24613,C39291
C29112,C24613
C35050,C29112
C26269,C35050
C44496,C26269
C30655,C44496
C36085,C30655
C46436,C36085
C51857,C46436
C47729,C51857
C43705,C47729
C36742,C43705
C31162,C36742
C46524,C31162
C31885,C46524
C21572,C31885
C21573,C21572
C27126,C21573
C42123,C27126
D00057,C42123
D00058,D00057
C21574,D00058
C37725,C21574
C25745,C37725
C50707,C25745
C35154,C50707
C40657,C35154
C36357,C40657
C35274,C27969
C30996,C35274
C40820,C30996
C45966,C40820
C35439,C45966
C32215,C35439
D00059,C32215
C51547,D00059
C39373,C51547
C47311,C39373
C34740,C47311
D00060,C34740
C47289,D00060
C41012,C47289
C42909,C41012
C45075,C42909
C47312,C45075
C43976,C47312
D00061,C43976
C32495,D00061
C24227,C32495
C30251,C24227
C40767,C30251
C47733,C40767
C40478,C47733
C47313,C40478
C39544,C47313
C36358,C39544
C30802,C36358
C42685,C30802
C39762,C45390
C24053,C39762
C37500,C24053
C29955,C37500
C39545,C29955
C34622,C39545
C25295,C34622
C23390,C25295
C34162,C23390
C34165,C34162
C32021,C34165
C51251,C32021
C27737,C51251
C28250,C27737
C23660,C28250
C31872,C23660
C36867,C31872
C30830,C36867
C38042,C30830
C37440,C38042
C36246,C37440
C44156,C36246
C42082,C44156
C43194,C42082
C36452,C43194
D00062,C36452
D00063,D00062
C38292,D00063
C24335,C38292
C47314,C24335
C35761,C47314
C37369,C35761
C28293,C37369
C43073,C28293
C47736,C43073
C47737,C47736
C34408,C47737
C25590,C34408
C33305,C25590
C36869,C33305
C23591,C36869
C41808,C23591
C51584,C41808
C29643,C51584
C21576,C29643
C47738,C21576
C27193,C47738
C34237,C27193
C46260,C34237
C24179,C46260
C24638,C24179
C21577,C24638
C27734,C21577
C47741,C27734
C33660,C47741
C26388,C33660
C28860,C26388
C24153,C28860
C29242,C24153
C21578,C29242
C25689,C21578
C23125,C25689
C25321,C23125
C43379,C25321
C36285,C43379
C27606,C36285
C21575,C27606
C47742,C46230
C26281,C47742
C45251,C26281
C43195,C45251
C30344,C24209
C51445,C43195
C42154,C30344
C38043,C42154
C45154,C38043
C44846,C45154
C27516,C44846
C25009,C27516
C25819,C25009
C38715,C25819
C47743,C38715
C24955,C47743
C30559,C24495
C26643,C30559
C44963,C26643
C45466,C44963
C34186,C45466
C47212,C34186
C37708,C47212
C28926,C37708
C35811,C28926
C38716,C35811
C47168,C38716
D00064,C47168
D00065,D00064
C25475,D00065
C29041,C25475
C26631,C29041
C25118,C26631
C45047,C25118
C29000,C45047
C47315,C29000
C27738,C47315
C21579,C27738
C46503,C21579
C35451,C46503
C31944,C35451
C25098,C31944
C29912,C25098
C31865,C29912
C28939,C31865
C47019,C28939
C34238,C47019
C24800,C34238
C35396,C24800
C42552,C35396
C39547,C42552
C26513,C21575
C24639,C39547
C39548,C24639
C34460,C39548
D00066,C26513
C26093,C34460
C26869,C26093
C42847,C26869
C46123,C42847
C34870,C46123
C25047,C34870
C51262,C25047
C30550,C51262
C27443,C30550
C43794,C27443
C41043,D00066
C34239,C43794
C47748,C41043
C46124,C34239
C32656,C47748
C46800,C46124
C34366,C32656
C39048,C46800
C47213,C39048
C47749,C47213
C39550,C47749
C23828,C39550
C44695,C23828
C32425,C44695
C35509,C32425
C39324,C35509
C31291,C39324
C30425,C31291
C37046,C30425
C46672,C37046
C36042,C46672
C23578,C36042
C25204,C23578
C28662,C25204
C38659,C28662
C47751,C38659
C36163,C47751
C38717,C36163
C42942,C38717
C24485,C42942
C39551,C24485
C21581,C39551
C37187,C21581
C39072,C37187
C24795,C39072
D00067,C24795
C47752,D00067
C37495,C47752
C27346,C37495
C41526,C27346
C29132,C41526
C24328,C29132
C36889,C41391
C23993,C36889
C39552,C23993
C34832,C39552
C45467,C34832
C46415,C45467
D00068,C24328
C46451,C46415
C35313,C46451
C45705,C35313
C45252,C45705
C36484,C45252
C38044,C36357
C45848,C36484
C32437,C45848
C29402,C32437
C21582,C29402
C38609,C21582
C45412,C38609
C35666,C45412
C47756,C35666
C30760,C47756
C29043,C30760
C43129,C29043
C34598,C43129
C31525,C34598
C41304,C31525
C47758,C41304
C42125,C47758
C30637,C42125
C31948,C30637
C47759,C31948
C42692,C47759
C47092,C42692
C37750,C47092
C30753,C37750
C31314,C30753
C40087,C31314
C34113,C29260
C28609,C34113
C22850,C28609
C43493,C22850
D00069,C43493
C38654,D00069
C29528,C38654
C28909,C29528
C39329,C28909
C35052,C39329
C23618,C35052
C37124,C23618
C46801,C37124
C21583,C46801
C39553,C21583
C47316,C39553
C27833,C47316
C30693,C23523
C44906,C30693
C38606,C44906
C36811,C38606
C31768,C36835
D00070,C31768
C45311,D00070
C25868,C45311
C27120,C25868
C32394,C27120
C34743,C32394
C47765,C34743
C24304,C47765
C31145,C24304
C21585,C31145
C21584,C21585
C21586,C21584
C47766,C35195
C45076,C47766
C47767,C45076
C28115,C47767
C21587,C28115
C51050,C21587
C41785,C45930
C42825,C41785
C35053,C42825
C42148,C35053
C23096,C42148
C38944,C23096
C24241,C38944
C28767,C40423
C47768,C24241
C38994,C28767
C25767,C38994
C44898,C25767
C31830,C22781
C35427,C45034
C31970,C35427
C43407,C31970
C26492,C43407
C45326,C26492
C47052,C45326
C32757,C47052
D00071,C32757
C39554,D00071
C51983,C39554
C36563,C51983
C27807,C36563
C31206,C27807
C42554,C31206
C30439,C42554
C47771,C30439
D00072,C47771
C25263,D00072
C41793,C25263
C25294,C41793
C47773,C25294
C34240,C47773
C42535,C34240
C29981,C42535
C23951,C29981
C47774,C23951
C24454,C47774
C41077,C24454
C47588,C41077
C26639,C47588
C25877,C26639
C38045,C25877
C44907,C38045
C36079,C44907
C51515,C36079
C30813,C51515
C47776,C30813
C47777,C47776
C21589,C47777
C37749,C21589
C46074,C37749
C22851,C46074
C35626,C22851
C23135,C35626
C38367,C23135
C28873,C38367
D00073,C28873
C21590,D00073
C25742,C21590
C46125,C25742
C23807,C46125
D00074,C23807
C33154,D00074
C26245,C33154
C25205,C38945
C41313,C47780
C21591,C41313
C27726,C21591
C41185,C27726
C47782,C41185
C21592,C47782
C36461,C21592
C29287,C36461
C37564,C29287
C36554,C37564
C26089,C36554
C28602,C26089
C35640,C28602
C25670,C35640
C45253,C25670
C45254,C45253
D00075,C45254
C44009,D00075
D00076,C44009
C23434,D00076
D00077,C23434
C35419,D00077
C30613,C35419
C22852,C30613
D00078,C22852
C34720,D00078
C24866,C25020
C40971,C34720
C23734,C24866
C39555,C23734
C43322,C39555
C30207,C21586
C45255,C43322
C25303,C27407
C25082,C25303
C41641,C25082
C35537,C41641
C29816,C35537
C28404,C29816
C29542,C28404
C47591,C45255
C45256,C29542
C39556,C45256
D00079,C39556
C34871,D00079
C30602,C34871
C41640,C30602
C34872,C41640
D00080,C34872
C25687,D00080
C41556,C25687
C29085,C41556
C35001,C29085
C44019,C35001
D00081,C40709
C24409,D00081
C21593,C25730
C39557,C21593
C23395,C46228
C25991,C23395
C28142,C25991
D00082,C28142
C28020,D00082
D00083,C28020
C39463,D00083
C27493,C39463
C26121,C27493
C36687,C26121
C23558,C36687
C46802,C23558
C31602,C46802
C34815,C31602
C25988,C34815
C38946,C25988
C28661,C38946
C37286,C28661
C23923,C37286
C44818,C23923
C35311,C44818
C47317,C35311
C32605,C47317
D00084,C32605
C25116,D00084
C47792,C25116
C47793,C47792
C46126,C47793
C27831,C46126
C25702,C27831
C45413,C25702
C47318,C45413
C27758,C47318
C29757,C27758
C43806,C29757
C38889,C43806
C21594,C38889
C25304,C21594
C42038,C25304
C39073,C42038
C39258,C39073
D00085,C39258
C32932,D00085
C29545,C32932
C47794,C29545
C23745,C47794
C45414,C23745
D00086,C45414
C47795,D00086
C42143,C47795
C33289,C42143
C45077,C33289
C47796,C45077
C36347,C47796
C35667,C36347
C36961,C35667
C28307,C36961
C47319,C28307
C45784,C47319
C38522,C45784
C47798,C38522
C46690,C47798
C28080,C46690
C51534,C28080
C25760,C51534
D00087,C25760
C27768,D00087
D00088,C27768
C26138,D00088
C47320,C26138
C42482,C47320
C41345,C42482
